State,Level,Name,TRU,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT
8,DISTRICT,Karauli,Urban,218105,115454,102651,134426,82092,52334
8,DISTRICT,Sawai Madhopur,Total,1335551,704031,631520,741748,486184,255564
8,DISTRICT,Sawai Madhopur,Rural,1069084,564592,504492,559632,378253,181379
8,DISTRICT,Sawai Madhopur,Urban,266467,139439,127028,182116,107931,74185
8,DISTRICT,Dausa,Total,1634409,857787,776622,938051,596935,341116
8,DISTRICT,Dausa,Rural,1432616,751900,680716,796783,513738,283045
8,DISTRICT,Dausa,Urban,201793,105887,95906,141268,83197,58071
8,DISTRICT,Jaipur,Total,6626178,3468507,3157671,4300965,2554793,1746172
8,DISTRICT,Jaipur,Rural,3154331,1642924,1511407,1807604,1142333,665271
8,DISTRICT,Jaipur,Urban,3471847,1825583,1646264,2493361,1412460,1080901
8,DISTRICT,Sikar,Total,2677333,1374990,1302343,1652117,995275,656842
8,DISTRICT,Sikar,Rural,2043427,1047469,995958,1240835,754783,486052
8,DISTRICT,Sikar,Urban,633906,327521,306385,411282,240492,170790
8,DISTRICT,Nagaur,Total,3307743,1696325,1611418,1758624,1102750,655874
8,DISTRICT,Nagaur,Rural,2670539,1368771,1301768,1375421,875237,500184
8,DISTRICT,Nagaur,Urban,637204,327554,309650,383203,227513,155690
8,DISTRICT,Jodhpur,Total,3687165,1923928,1763237,2031532,1265753,765779
8,DISTRICT,Jodhpur,Rural,2422551,1260328,1162223,1158340,765699,392641
8,DISTRICT,Jodhpur,Urban,1264614,663600,601014,873192,500054,373138
8,DISTRICT,Jaisalmer,Total,669919,361708,308211,308653,210415,98238
8,DISTRICT,Jaisalmer,Rural,580894,312447,268447,249289,173353,75936
8,DISTRICT,Jaisalmer,Urban,89025,49261,39764,59364,37062,22302
8,DISTRICT,Barmer,Total,2603751,1369022,1234729,1188322,783461,404861
8,DISTRICT,Barmer,Rural,2421914,1273249,1148665,1066665,710875,355790
8,DISTRICT,Barmer,Urban,181837,95773,86064,121657,72586,49071
8,DISTRICT,Jalor,Total,1828730,936634,892096,829582,543923,285659
8,DISTRICT,Jalor,Rural,1676975,857619,819356,737675,487407,250268
8,DISTRICT,Jalor,Urban,151755,79015,72740,91907,56516,35391
8,DISTRICT,Sirohi,Total,1036346,534231,502115,476806,309900,166906
8,DISTRICT,Sirohi,Rural,827692,424252,403440,333009,224113,108896
8,DISTRICT,Sirohi,Urban,208654,109979,98675,143797,85787,58010
8,DISTRICT,Pali,Total,2037573,1025422,1012151,1085693,667381,418312
8,DISTRICT,Pali,Rural,1577567,787559,790008,783788,488897,294891
8,DISTRICT,Pali,Urban,460006,237863,222143,301905,178484,123421
8,DISTRICT,Ajmer,Total,2583052,1324085,1258967,1526673,926268,600405
8,DISTRICT,Ajmer,Rural,1547642,789397,758245,765022,501770,263252
8,DISTRICT,Ajmer,Urban,1035410,534688,500722,761651,424498,337153
8,DISTRICT,Tonk,Total,1421326,728136,693190,749659,478329,271330
8,DISTRICT,Tonk,Rural,1103603,568045,535558,546702,364531,182171
8,DISTRICT,Tonk,Urban,317723,160091,157632,202957,113798,89159
8,DISTRICT,Bundi,Total,1110906,577160,533746,585044,371705,213339
8,DISTRICT,Bundi,Rural,888205,461734,426471,433518,283572,149946
8,DISTRICT,Bundi,Urban,222701,115426,107275,151526,88133,63393
8,DISTRICT,Bhilwara,Total,2408523,1220736,1187787,1256126,777582,478544
8,DISTRICT,Bhilwara,Rural,1895869,955378,940491,896937,572895,324042
8,DISTRICT,Bhilwara,Urban,512654,265358,247296,359189,204687,154502
8,DISTRICT,Rajsamand,Total,1156597,581339,575258,619139,383334,235805
8,DISTRICT,Rajsamand,Rural,972777,486960,485817,487405,308438,178967
8,DISTRICT,Rajsamand,Urban,183820,94379,89441,131734,74896,56838
8,DISTRICT,Dungarpur,Total,1388552,696532,692020,681591,415820,265771
8,DISTRICT,Dungarpur,Rural,1299809,651046,648763,615851,379571,236280
8,DISTRICT,Dungarpur,Urban,88743,45486,43257,65740,36249,29491
8,DISTRICT,Banswara,Total,1797485,907754,889731,829343,513854,315489
8,DISTRICT,Banswara,Rural,1669864,842767,827097,733930,462325,271605
8,DISTRICT,Banswara,Urban,127621,64987,62634,95413,51529,43884
8,DISTRICT,Chittaurgarh,Total,1544338,783171,761167,821825,514851,306974
8,DISTRICT,Chittaurgarh,Rural,1259074,636415,622659,614979,398512,216467
8,DISTRICT,Chittaurgarh,Urban,285264,146756,138508,206846,116339,90507
8,DISTRICT,Kota,Total,1951014,1021161,929853,1298345,765396,532949
8,DISTRICT,Kota,Rural,774410,401331,373079,456380,283078,173302
8,DISTRICT,Kota,Urban,1176604,619830,556774,841965,482318,359647
8,DISTRICT,Baran,Total,1222755,633945,588810,693307,432607,260700
8,DISTRICT,Baran,Rural,968541,502228,466313,521423,332591,188832
8,DISTRICT,Baran,Urban,254214,131717,122497,171884,100016,71868
8,DISTRICT,Jhalawar,Total,1411129,725143,685986,739792,466815,272977
8,DISTRICT,Jhalawar,Rural,1181838,606533,575305,578866,375242,203624
8,DISTRICT,Jhalawar,Urban,229291,118610,110681,160926,91573,69353
8,DISTRICT,Udaipur,Total,3068420,1566801,1501619,1582629,973444,609185
8,DISTRICT,Udaipur,Rural,2459994,1251316,1208678,1108846,712379,396467
8,DISTRICT,Udaipur,Urban,608426,315485,292941,473783,261065,212718
8,DISTRICT,Pratapgarh,Total,867848,437744,430104,401515,250122,151393
8,DISTRICT,Pratapgarh,Rural,796041,401171,394870,348072,220661,127411
8,DISTRICT,Pratapgarh,Urban,71807,36573,35234,53443,29461,23982
9,STATE,UTTAR PRADESH,Total,199812341,104480510,95331831,114397555,68234964,46162591
9,STATE,UTTAR PRADESH,Rural,155317278,80992995,74324283,85284680,51793688,33490992
9,STATE,UTTAR PRADESH,Urban,44495063,23487515,21007548,29112875,16441276,12671599
9,DISTRICT,Saharanpur,Total,3466382,1834106,1632276,2077108,1220114,856994
9,DISTRICT,Saharanpur,Rural,2399856,1269803,1130053,1390046,833060,556986
9,DISTRICT,Saharanpur,Urban,1066526,564303,502223,687062,387054,300008
9,DISTRICT,Muzaffarnagar,Total,4143512,2193434,1950078,2417339,1448528,968811
9,DISTRICT,Muzaffarnagar,Rural,2952200,1565004,1387196,1695394,1032545,662849
9,DISTRICT,Muzaffarnagar,Urban,1191312,628430,562882,721945,415983,305962
9,DISTRICT,Bijnor,Total,3682713,1921215,1761498,2135393,1241471,893922
9,DISTRICT,Bijnor,Rural,2757401,1438412,1318989,1596174,942936,653238
9,DISTRICT,Bijnor,Urban,925312,482803,442509,539219,298535,240684
9,DISTRICT,Moradabad,Total,4772006,2503186,2268820,2263848,1357435,906413
9,DISTRICT,Moradabad,Rural,3198383,1680022,1518361,1407142,879994,527148
9,DISTRICT,Moradabad,Urban,1573623,823164,750459,856706,477441,379265
9,DISTRICT,Rampur,Total,2335819,1223889,1111930,1043666,630408,413258
9,DISTRICT,Rampur,Rural,1747172,916878,830294,758979,470606,288373
9,DISTRICT,Rampur,Urban,588647,307011,281636,284687,159802,124885
9,DISTRICT,Jyotiba Phule Nagar,Total,1840221,963449,876772,983110,600541,382569
9,DISTRICT,Jyotiba Phule Nagar,Rural,1381508,724539,656969,729207,456283,272924
9,DISTRICT,Jyotiba Phule Nagar,Urban,458713,238910,219803,253903,144258,109645
9,DISTRICT,Meerut,Total,3443689,1825743,1617946,2141488,1254520,886968
9,DISTRICT,Meerut,Rural,1684507,894920,789587,1002668,606760,395908
9,DISTRICT,Meerut,Urban,1759182,930823,828359,1138820,647760,491060
9,DISTRICT,Baghpat,Total,1303048,700070,602978,797970,489858,308112
9,DISTRICT,Baghpat,Rural,1028023,553807,474216,626257,388481,237776
9,DISTRICT,Baghpat,Urban,275025,146263,128762,171713,101377,70336
9,DISTRICT,Ghaziabad,Total,4681645,2488834,2192811,3123264,1811397,1311867
9,DISTRICT,Ghaziabad,Rural,1519098,808222,710876,922310,558355,363955
9,DISTRICT,Ghaziabad,Urban,3162547,1680612,1481935,2200954,1253042,947912
9,DISTRICT,Gautam Buddha Nagar,Total,1648115,890214,757901,1122947,666065,456882
9,DISTRICT,Gautam Buddha Nagar,Rural,673806,359605,314201,421928,258660,163268
9,DISTRICT,Gautam Buddha Nagar,Urban,974309,530609,443700,701019,407405,293614
9,DISTRICT,Bulandshahr ,Total,3499171,1845260,1653911,2031656,1253314,778342
9,DISTRICT,Bulandshahr ,Rural,2631742,1390490,1241252,1517979,954110,563869
9,DISTRICT,Bulandshahr ,Urban,867429,454770,412659,513677,299204,214473
9,DISTRICT,Aligarh,Total,3673889,1951996,1721893,2092567,1283380,809187
9,DISTRICT,Aligarh,Rural,2456698,1308923,1147775,1382995,876316,506679
9,DISTRICT,Aligarh,Urban,1217191,643073,574118,709572,407064,302508
9,DISTRICT,Mahamaya Nagar,Total,1564708,836127,728581,942572,579157,363415
9,DISTRICT,Mahamaya Nagar,Rural,1232015,659814,572201,737968,461121,276847
9,DISTRICT,Mahamaya Nagar,Urban,332693,176313,156380,204604,118036,86568
9,DISTRICT,Mathura,Total,2547184,1367125,1180059,1507746,943346,564400
9,DISTRICT,Mathura,Rural,1791191,962028,829163,1021669,658485,363184
9,DISTRICT,Mathura,Urban,755993,405097,350896,486077,284861,201216
9,DISTRICT,Agra,Total,4418797,2364953,2053844,2680510,1614594,1065916
9,DISTRICT,Agra,Rural,2394602,1285184,1109418,1401109,882241,518868
9,DISTRICT,Agra,Urban,2024195,1079769,944426,1279401,732353,547048
9,DISTRICT,Firozabad,Total,2498156,1332046,1166110,1521806,912314,609492
9,DISTRICT,Firozabad,Rural,1664987,891872,773115,1016244,623082,393162
9,DISTRICT,Firozabad,Urban,833169,440174,392995,505562,289232,216330
9,DISTRICT,Mainpuri,Total,1868529,993377,875152,1203885,712110,491775
9,DISTRICT,Mainpuri,Rural,1580087,842374,737713,1005932,602521,403411
9,DISTRICT,Mainpuri,Urban,288442,151003,137439,197953,109589,88364
9,DISTRICT,Budaun,Total,3681896,1967759,1714137,1547477,986501,560976
9,DISTRICT,Budaun,Rural,3037301,1630376,1406925,1224505,799893,424612
9,DISTRICT,Budaun,Urban,644595,337383,307212,322972,186608,136364
9,DISTRICT,Bareilly,Total,4448359,2357665,2090694,2191759,1342697,849062
9,DISTRICT,Bareilly,Rural,2879950,1530356,1349594,1332606,846768,485838
9,DISTRICT,Bareilly,Urban,1568409,827309,741100,859153,495929,363224
9,DISTRICT,Pilibhit,Total,2031007,1072002,959005,1061095,654290,406805
9,DISTRICT,Pilibhit,Rural,1679592,886789,792803,861548,538786,322762
9,DISTRICT,Pilibhit,Urban,351415,185213,166202,199547,115504,84043
9,DISTRICT,Shahjahanpur,Total,3006538,1606403,1400135,1490930,915142,575788
9,DISTRICT,Shahjahanpur,Rural,2412446,1293714,1118732,1156822,725363,431459
9,DISTRICT,Shahjahanpur,Urban,594092,312689,281403,334108,189779,144329
9,DISTRICT,Kheri,Total,4021243,2123187,1898056,2034044,1237157,796887
9,DISTRICT,Kheri,Rural,3560208,1880679,1679529,1746934,1076152,670782
9,DISTRICT,Kheri,Urban,461035,242508,218527,287110,161005,126105
9,DISTRICT,Sitapur,Total,4483992,2375264,2108728,2283733,1397702,886031
9,DISTRICT,Sitapur,Rural,3953208,2098123,1855085,1952518,1214326,738192
9,DISTRICT,Sitapur,Urban,530784,277141,253643,331215,183376,147839
9,DISTRICT,Hardoi,Total,4092845,2191442,1901403,2221601,1374587,847014
9,DISTRICT,Hardoi,Rural,3551039,1906147,1644892,1883588,1182280,701308
9,DISTRICT,Hardoi,Urban,541806,285295,256511,338013,192307,145706
9,DISTRICT,Unnao,Total,3108367,1630087,1478280,1773584,1053063,720521
9,DISTRICT,Unnao,Rural,2576721,1351897,1224824,1423118,858153,564965
9,DISTRICT,Unnao,Urban,531646,278190,253456,350466,194910,155556
9,DISTRICT,Lucknow,Total,4589838,2394476,2195362,3127260,1742440,1384820
9,DISTRICT,Lucknow,Rural,1550842,813752,737090,900857,533656,367201
9,DISTRICT,Lucknow,Urban,3038996,1580724,1458272,2226403,1208784,1017619
9,DISTRICT,Rae Bareli,Total,3405559,1752542,1653017,1965843,1165965,799878
9,DISTRICT,Rae Bareli,Rural,3097564,1592449,1505115,1750026,1046389,703637
9,DISTRICT,Rae Bareli,Urban,307995,160093,147902,215817,119576,96241
9,DISTRICT,Farrukhabad,Total,1885204,1006240,878964,1092677,654827,437850
9,DISTRICT,Farrukhabad,Rural,1469019,785301,683718,827275,504652,322623
9,DISTRICT,Farrukhabad,Urban,416185,220939,195246,265402,150175,115227
9,DISTRICT,Kannauj,Total,1656616,881776,774840,1017087,603596,413491
9,DISTRICT,Kannauj,Rural,1375775,734245,641530,846493,506915,339578
9,DISTRICT,Kannauj,Urban,280841,147531,133310,170594,96681,73913
9,DISTRICT,Etawah,Total,1581810,845856,735954,1062003,623583,438420
9,DISTRICT,Etawah,Rural,1215511,652740,562771,798203,477378,320825
9,DISTRICT,Etawah,Urban,366299,193116,173183,263800,146205,117595
9,DISTRICT,Auraiya,Total,1379545,740040,639505,930836,546198,384638
9,DISTRICT,Auraiya,Rural,1145323,616494,528829,755923,449437,306486
9,DISTRICT,Auraiya,Urban,234222,123546,110676,174913,96761,78152
9,DISTRICT,Kanpur Dehat,Total,1796184,963255,832929,1170243,692964,477279
9,DISTRICT,Kanpur Dehat,Rural,1622761,871508,751253,1049386,625151,424235
9,DISTRICT,Kanpur Dehat,Urban,173423,91747,81676,120857,67813,53044
9,DISTRICT,Kanpur Nagar,Total,4581268,2459806,2121462,3243022,1829179,1413843
9,DISTRICT,Kanpur Nagar,Rural,1565623,837260,728363,1010152,594367,415785
9,DISTRICT,Kanpur Nagar,Urban,3015645,1622546,1393099,2232870,1234812,998058
9,DISTRICT,Jalaun ,Total,1689974,906092,783882,1075196,653430,421766
9,DISTRICT,Jalaun ,Rural,1271074,683656,587418,789966,489075,300891
9,DISTRICT,Jalaun ,Urban,418900,222436,196464,285230,164355,120875
9,DISTRICT,Jhansi,Total,1998603,1057436,941167,1304513,783705,520808
9,DISTRICT,Jhansi,Rural,1165119,615629,549490,702993,439201,263792
9,DISTRICT,Jhansi,Urban,833484,441807,391677,601520,344504,257016
9,DISTRICT,Lalitpur,Total,1221592,641011,580581,641191,397586,243605
9,DISTRICT,Lalitpur,Rural,1046214,549478,496736,517428,327392,190036
9,DISTRICT,Lalitpur,Urban,175378,91533,83845,123763,70194,53569
9,DISTRICT,Hamirpur,Total,1104285,593537,510748,653299,408125,245174
9,DISTRICT,Hamirpur,Rural,894437,481373,413064,511783,324610,187173
9,DISTRICT,Hamirpur,Urban,209848,112164,97684,141516,83515,58001
9,DISTRICT,Mahoba,Total,875958,466358,409600,488106,302283,185823
9,DISTRICT,Mahoba,Rural,690577,368009,322568,369716,232584,137132
9,DISTRICT,Mahoba,Urban,185381,98349,87032,118390,69699,48691
9,DISTRICT,Banda,Total,1799410,965876,833534,1002937,630626,372311
9,DISTRICT,Banda,Rural,1523655,819243,704412,811134,519162,291972
9,DISTRICT,Banda,Urban,275755,146633,129122,191803,111464,80339
9,DISTRICT,Chitrakoot,Total,991730,527721,464009,531072,330339,200733
9,DISTRICT,Chitrakoot,Rural,895398,476794,418604,467692,293502,174190
9,DISTRICT,Chitrakoot,Urban,96332,50927,45405,63380,36837,26543
9,DISTRICT,Fatehpur,Total,2632733,1384722,1248011,1512166,911003,601163
9,DISTRICT,Fatehpur,Rural,2310740,1215690,1095050,1298742,790476,508266
9,DISTRICT,Fatehpur,Urban,321993,169032,152961,213424,120527,92897
9,DISTRICT,Pratapgarh,Total,3209141,1606085,1603056,1931559,1121381,810178
9,DISTRICT,Pratapgarh,Rural,3033899,1515583,1518316,1809634,1053356,756278
9,DISTRICT,Pratapgarh,Urban,175242,90502,84740,121925,68025,53900
9,DISTRICT,Kaushambi,Total,1599596,838485,761111,813424,507279,306145
9,DISTRICT,Kaushambi,Rural,1475140,773335,701805,739042,464180,274862
9,DISTRICT,Kaushambi,Urban,124456,65150,59306,74382,43099,31283
9,DISTRICT,Allahabad ,Total,5954391,3131807,2822584,3665727,2199340,1466387
9,DISTRICT,Allahabad ,Rural,4481518,2340959,2140559,2584919,1587083,997836
9,DISTRICT,Allahabad ,Urban,1472873,790848,682025,1080808,612257,468551
9,DISTRICT,Bara Banki,Total,3260699,1707073,1553626,1692458,1010518,681940
9,DISTRICT,Bara Banki,Rural,2929896,1533455,1396441,1493624,899301,594323
9,DISTRICT,Bara Banki,Urban,330803,173618,157185,198834,111217,87617
9,DISTRICT,Faizabad,Total,2470996,1259628,1211368,1450901,838339,612562
9,DISTRICT,Faizabad,Rural,2130743,1079257,1051486,1209329,703072,506257
9,DISTRICT,Faizabad,Urban,340253,180371,159882,241572,135267,106305
9,DISTRICT,Ambedkar Nagar,Total,2397888,1212410,1185478,1486939,846676,640263
9,DISTRICT,Ambedkar Nagar,Rural,2117158,1067762,1049396,1299666,743063,556603
9,DISTRICT,Ambedkar Nagar,Urban,280730,144648,136082,187273,103613,83660
9,DISTRICT,Sultanpur,Total,3797117,1914586,1882531,2239902,1300248,939654
9,DISTRICT,Sultanpur,Rural,3597201,1810496,1786705,2093674,1219195,874479
9,DISTRICT,Sultanpur,Urban,199916,104090,95826,146228,81053,65175
9,DISTRICT,Bahraich,Total,3487731,1843884,1643847,1398368,878285,520083
9,DISTRICT,Bahraich,Rural,3203687,1695122,1508565,1230278,785971,444307
9,DISTRICT,Bahraich,Urban,284044,148762,135282,168090,92314,75776
9,DISTRICT,Shrawasti,Total,1117361,593897,523464,423313,276700,146613
9,DISTRICT,Shrawasti,Rural,1078712,573681,505031,402379,264837,137542
9,DISTRICT,Shrawasti,Urban,38649,20216,18433,20934,11863,9071
9,DISTRICT,Balrampur,Total,2148665,1114721,1033944,868357,544943,323414
9,DISTRICT,Balrampur,Rural,1982274,1027943,954331,773010,491213,281797
9,DISTRICT,Balrampur,Urban,166391,86778,79613,95347,53730,41617
9,DISTRICT,Gonda,Total,3433919,1787146,1646773,1679994,1034181,645813
9,DISTRICT,Gonda,Rural,3208890,1669058,1539832,1529165,950247,578918
9,DISTRICT,Gonda,Urban,225029,118088,106941,150829,83934,66895
9,DISTRICT,Siddharthnagar,Total,2559297,1295095,1264202,1228926,740718,488208
9,DISTRICT,Siddharthnagar,Rural,2398606,1212141,1186465,1131307,685236,446071
9,DISTRICT,Siddharthnagar,Urban,160691,82954,77737,97619,55482,42137
9,DISTRICT,Basti,Total,2464464,1255272,1209192,1393783,819719,574064
9,DISTRICT,Basti,Rural,2326367,1182846,1143521,1293319,763479,529840
9,DISTRICT,Basti,Urban,138097,72426,65671,100464,56240,44224
9,DISTRICT,Sant Kabir Nagar,Total,1715183,869656,845527,954949,567098,387851
9,DISTRICT,Sant Kabir Nagar,Rural,1586652,802609,784043,872802,519871,352931
9,DISTRICT,Sant Kabir Nagar,Urban,128531,67047,61484,82147,47227,34920
9,DISTRICT,Mahrajganj,Total,2684703,1381754,1302949,1419144,881674,537470
9,DISTRICT,Mahrajganj,Rural,2549973,1312126,1237847,1327176,829484,497692
9,DISTRICT,Mahrajganj,Urban,134730,69628,65102,91968,52190,39778
9,DISTRICT,Gorakhpur,Total,4440895,2277777,2163118,2700328,1593890,1106438
9,DISTRICT,Gorakhpur,Rural,3604766,1838726,1766040,2086628,1250910,835718
9,DISTRICT,Gorakhpur,Urban,836129,439051,397078,613700,342980,270720
9,DISTRICT,Kushinagar,Total,3564544,1818055,1746489,1954820,1183722,771098
9,DISTRICT,Kushinagar,Rural,3396437,1730377,1666060,1845751,1121845,723906
9,DISTRICT,Kushinagar,Urban,168107,87678,80429,109069,61877,47192
9,DISTRICT,Deoria,Total,3100946,1537436,1563510,1875239,1079288,795951
9,DISTRICT,Deoria,Rural,2784143,1373111,1411032,1654427,955289,699138
9,DISTRICT,Deoria,Urban,316803,164325,152478,220812,123999,96813
9,DISTRICT,Azamgarh,Total,4613913,2285004,2328909,2771917,1559414,1212503
9,DISTRICT,Azamgarh,Rural,4220512,2082707,2137805,2511143,1416457,1094686
9,DISTRICT,Azamgarh,Urban,393401,202297,191104,260774,142957,117817
9,DISTRICT,Mau,Total,2205968,1114709,1091259,1363044,773082,589962
9,DISTRICT,Mau,Rural,1706760,858843,847917,1035752,593606,442146
9,DISTRICT,Mau,Urban,499208,255866,243342,327292,179476,147816
9,DISTRICT,Ballia,Total,3239774,1672902,1566872,1963590,1160960,802630
9,DISTRICT,Ballia,Rural,2935665,1514018,1421647,1758635,1045031,713604
9,DISTRICT,Ballia,Urban,304109,158884,145225,204955,115929,89026
9,DISTRICT,Jaunpur,Total,4494204,2220465,2273739,2731677,1565394,1166283
9,DISTRICT,Jaunpur,Rural,4147624,2041217,2106407,2491044,1432198,1058846
9,DISTRICT,Jaunpur,Urban,346580,179248,167332,240633,133196,107437
9,DISTRICT,Ghazipur,Total,3620268,1855075,1765193,2197549,1293553,903996
9,DISTRICT,Ghazipur,Rural,3345908,1711651,1634257,2007741,1186471,821270
9,DISTRICT,Ghazipur,Urban,274360,143424,130936,189808,107082,82726
9,DISTRICT,Chandauli,Total,1952756,1017905,934851,1174606,699454,475152
9,DISTRICT,Chandauli,Rural,1710203,890630,819573,1014020,608563,405457
9,DISTRICT,Chandauli,Urban,242553,127275,115278,160586,90891,69695
9,DISTRICT,Varanasi,Total,3676841,1921857,1754984,2403903,1389116,1014787
9,DISTRICT,Varanasi,Rural,2079790,1076526,1003264,1301232,769456,531776
9,DISTRICT,Varanasi,Urban,1597051,845331,751720,1102671,619660,483011
9,DISTRICT,Sant Ravidas Nagar (Bhadohi),Total,1578213,807099,771114,910146,546782,363364
9,DISTRICT,Sant Ravidas Nagar (Bhadohi),Rural,1348911,686589,662322,767870,463952,303918
9,DISTRICT,Sant Ravidas Nagar (Bhadohi),Urban,229302,120510,108792,142276,82830,59446
9,DISTRICT,Mirzapur,Total,2496970,1312302,1184668,1428683,865837,562846
9,DISTRICT,Mirzapur,Rural,2149403,1127138,1022265,1201584,733853,467731
9,DISTRICT,Mirzapur,Urban,347567,185164,162403,227099,131984,95115
9,DISTRICT,Sonbhadra,Total,1862559,971344,891215,985708,601988,383720
9,DISTRICT,Sonbhadra,Rural,1548217,803345,744872,752876,468097,284779
9,DISTRICT,Sonbhadra,Urban,314342,167999,146343,232832,133891,98941
9,DISTRICT,Etah,Total,1774480,947339,827141,1055202,647042,408160
9,DISTRICT,Etah,Rural,1506338,805589,700749,877716,546586,331130
9,DISTRICT,Etah,Urban,268142,141750,126392,177486,100456,77030
9,DISTRICT,Kanshiram Nagar,Total,1436719,764165,672554,724850,452803,272047
9,DISTRICT,Kanshiram Nagar,Rural,1148512,612556,535956,565528,360562,204966
9,DISTRICT,Kanshiram Nagar,Urban,288207,151609,136598,159322,92241,67081
10,STATE,BIHAR,Total,104099452,54278157,49821295,52504553,31608023,20896530
10,STATE,BIHAR,Rural,92341436,48073850,44267586,44812152,27241830,17570322
10,STATE,BIHAR,Urban,11758016,6204307,5553709,7692401,4366193,3326208
10,DISTRICT,Pashchim Champaran,Total,3935042,2061110,1873932,1759481,1091226,668255
10,DISTRICT,Pashchim Champaran,Rural,3541877,1853809,1688068,1525404,956393,569011
10,DISTRICT,Pashchim Champaran,Urban,393165,207301,185864,234077,134833,99244
10,DISTRICT,Purba Champaran,Total,5099371,2681209,2418162,2276957,1407603,869354
10,DISTRICT,Purba Champaran,Rural,4698028,2468181,2229847,2038780,1269900,768880
10,DISTRICT,Purba Champaran,Urban,401343,213028,188315,238177,137703,100474
10,DISTRICT,Sheohar,Total,656246,346673,309573,283698,171645,112053
10,DISTRICT,Sheohar,Rural,628130,331792,296338,269623,163161,106462
10,DISTRICT,Sheohar,Urban,28116,14881,13235,14075,8484,5591
10,DISTRICT,Sitamarhi,Total,3423574,1803252,1620322,1436794,885188,551606
10,DISTRICT,Sitamarhi,Rural,3233076,1701685,1531391,1320969,818192,502777
10,DISTRICT,Sitamarhi,Urban,190498,101567,88931,115825,66996,48829
10,DISTRICT,Madhubani,Total,4487379,2329313,2158066,2155338,1340085,815253
10,DISTRICT,Madhubani,Rural,4325884,2244287,2081597,2058895,1283625,775270
10,DISTRICT,Madhubani,Urban,161495,85026,76469,96443,56460,39983
10,DISTRICT,Supaul,Total,2229076,1155283,1073793,1033283,647672,385611
10,DISTRICT,Supaul,Rural,2123518,1099495,1024023,969344,609988,359356
10,DISTRICT,Supaul,Urban,105558,55788,49770,63939,37684,26255
10,DISTRICT,Araria,Total,2811569,1463333,1348236,1195768,727643,468125
10,DISTRICT,Araria,Rural,2642792,1374254,1268538,1094403,669568,424835
10,DISTRICT,Araria,Urban,168777,89079,79698,101365,58075,43290
10,DISTRICT,Kishanganj,Total,1690400,866970,823430,745056,439921,305135
10,DISTRICT,Kishanganj,Rural,1529277,783318,745959,649466,386310,263156
10,DISTRICT,Kishanganj,Urban,161123,83652,77471,95590,53611,41979
10,DISTRICT,Purnia,Total,3264619,1699370,1565249,1332326,805261,527065
10,DISTRICT,Purnia,Rural,2921614,1519522,1402092,1121625,686513,435112
10,DISTRICT,Purnia,Urban,343005,179848,163157,210701,118748,91953
10,DISTRICT,Katihar,Total,3071029,1600430,1470599,1280190,762256,517934
10,DISTRICT,Katihar,Rural,2797207,1455744,1341463,1099757,660084,439673
10,DISTRICT,Katihar,Urban,273822,144686,129136,180433,102172,78261
10,DISTRICT,Madhepura,Total,2001762,1047559,954203,834577,517666,316911
10,DISTRICT,Madhepura,Rural,1913301,1000760,912541,780081,486207,293874
10,DISTRICT,Madhepura,Urban,88461,46799,41662,54496,31459,23037
10,DISTRICT,Saharsa,Total,1900661,997174,903487,804996,506374,298622
10,DISTRICT,Saharsa,Rural,1744121,913883,830238,706077,449094,256983
10,DISTRICT,Saharsa,Urban,156540,83291,73249,98919,57280,41639
10,DISTRICT,Darbhanga,Total,3937385,2059949,1877436,1816634,1125566,691068
10,DISTRICT,Darbhanga,Rural,3554057,1858545,1695512,1569893,984342,585551
10,DISTRICT,Darbhanga,Urban,383328,201404,181924,246741,141224,105517
10,DISTRICT,Muzaffarpur,Total,4801062,2527497,2273565,2509232,1487117,1022115
10,DISTRICT,Muzaffarpur,Rural,4327625,2276812,2050813,2180423,1304006,876417
10,DISTRICT,Muzaffarpur,Urban,473437,250685,222752,328809,183111,145698
